timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
23 34 71 0.3951187632511246 0.004881236748875417
24 34 71 0.3951187632511246 0.004881236748875417
36 10 12 0.3979233358687588 0.002076664131241246
36 37 73 0.3932131581863692 0.006786841813630817
46 46 79 0.39259646395402203 0.0074035360459779875
51 40 57 0.39830096318335023 0.0016990368166497904
57 10 14 0.39222276963352176 0.0077772303664782605
67 23 93 0.3973893277613151 0.0026106722386849412
106 29 99 0.3913323882249426 0.008667611775057427
110 33 70 0.394592570996147 0.005407429003853048
125 7 46 0.3999283523675951 7.164763240491423E-5
131 46 69 0.39696703484256285 0.003032965157437173
134 37 46 0.39316874172651883 0.006831258273481189
135 37 46 0.39316874172651883 0.006831258273481189
152 10 47 0.3984857487215743 0.001514251278425749
154 22 94 0.38935236224702957 0.010647637752970451
156 8 98 0.3934994260731919 0.00650057392680814
159 37 94 0.39213724816492523 0.007862751835074788
162 52 92 0.3936860245999402 0.006313975400059846
164 33 98 0.3936599874339646 0.006340012566035447
165 33 58 0.3917232414098809 0.008276758590119115
168 37 38 0.39117579122202667 0.008824208777973352
170 10 86 0.3913694629243928 0.008630537075607236
178 10 72 0.39728351244803844 0.002716487551961577
178 64 100 0.39809802347906564 0.0019019765209343786
179 10 38 0.39314834614648975 0.0068516538535102756
180 8 43 0.3934135727817417 0.006586427218258306
180 8 75 0.3956245570874156 0.004375442912584404
180 10 38 0.39314834614648975 0.0068516538535102756
181 8 43 0.3934135727817417 0.006586427218258306
186 33 38 0.39857114037915764 0.001428859620842382
186 38 45 0.3954167573282735 0.004583242671726495
188 6 80 0.39460198457938056 0.005398015420619462
189 21 97 0.39345582356159997 0.006544176438400051
193 3 39 0.3938735125684434 0.0061264874315566376
199 31 92 0.39742835547246896 0.0025716445275310584
200 31 92 0.39742835547246896 0.0025716445275310584
202 80 82 0.38958493862260607 0.010415061377393953
229 64 85 0.39484979022913846 0.005150209770861558
230 19 64 0.39094684641611527 0.009053153583884754
230 33 64 0.39286690568911653 0.007133094310883492
240 64 98 0.39415244140173594 0.00584755859826408
279 49 87 0.39310036428967216 0.006899635710327867
280 49 87 0.39310036428967216 0.006899635710327867
281 49 87 0.39310036428967216 0.006899635710327867
282 49 87 0.39310036428967216 0.006899635710327867
283 49 87 0.39310036428967216 0.006899635710327867
284 49 87 0.39310036428967216 0.006899635710327867
285 49 87 0.39310036428967216 0.006899635710327867
286 49 87 0.39310036428967216 0.006899635710327867
287 49 87 0.39310036428967216 0.006899635710327867
288 49 87 0.39310036428967216 0.006899635710327867
