timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
28 13 74 0.3962273974392534 0.0037726025607466296
40 22 67 0.3968668292216685 0.003133170778331529
42 67 72 0.3934917247981324 0.0065082752018676415
44 38 75 0.39344969179140754 0.006550308208592481
47 17 43 0.39120719464968634 0.008792805350313682
49 59 74 0.3907622528958146 0.009237747104185401
50 8 89 0.39703900293571187 0.002960997064288151
50 54 57 0.39154400886098734 0.008455991139012686
50 60 96 0.39564948075638035 0.004350519243619677
51 60 96 0.39564948075638035 0.004350519243619677
56 88 94 0.39582548929371675 0.004174510706283274
58 1 23 0.3981432039231822 0.0018567960768178238
58 81 82 0.3979996377061021 0.0020003622938979393
59 1 23 0.3981432039231822 0.0018567960768178238
63 38 48 0.3950054480452546 0.004994551954745408
67 9 22 0.3899356240711605 0.01006437592883952
72 8 100 0.3902713337508589 0.009728666249141149
73 30 70 0.39037720396464837 0.009622796035351655
73 30 87 0.38878625276053064 0.011213747239469385
73 57 80 0.39604594867142257 0.003954051328577457
88 78 88 0.3967569866300179 0.0032430133699821173
89 78 88 0.3967569866300179 0.0032430133699821173
93 48 68 0.398986805463046 0.0010131945369540318
105 47 73 0.3983301165337043 0.0016698834662957074
134 56 89 0.39719799335372596 0.002802006646274058
150 4 41 0.39941225844223155 5.87741557768473E-4
151 37 94 0.3987504463653689 0.0012495536346311398
169 14 78 0.3951268851914367 0.004873114808563339
180 48 92 0.39416968439883804 0.005830315601161984
189 12 47 0.398352653939699 0.001647346060301036
196 8 87 0.39278430135574965 0.007215698644250368
203 40 82 0.39320438344299136 0.006795616557008666
238 23 66 0.39700697625176523 0.002993023748234791
238 45 46 0.3953923568985606 0.004607643101439407
259 45 95 0.394049146556926 0.005950853443074
270 30 99 0.3976749770384398 0.0023250229615602303
275 16 48 0.39692708874568094 0.0030729112543190773
285 14 93 0.39341605344277475 0.006583946557225273
325 36 94 0.39003288195267166 0.00996711804732836
341 57 99 0.38858900434930793 0.01141099565069209
343 43 96 0.39707953645806215 0.0029204635419378677
348 55 86 0.39660979095689597 0.0033902090431040532
353 9 88 0.3955049703918531 0.0044950296081469054
361 21 94 0.39953455255480136 4.6544744519866343E-4
362 21 94 0.39953455255480136 4.6544744519866343E-4
386 4 58 0.3978626847994898 0.002137315200510248
436 45 55 0.39787239611856784 0.002127603881432183
446 3 73 0.39837920671815613 0.0016207932818438908
446 16 96 0.39373099668375733 0.006269003316242694
534 15 16 0.39444884177644224 0.005551158223557784
536 38 70 0.39188159910009657 0.008118400899903455
536 43 86 0.39380199183088505 0.006198008169114977
579 26 84 0.39849206143448007 0.0015079385655199506
607 43 96 0.39586591995211906 0.004134080047880961
615 54 88 0.38988636029172524 0.01011363970827478
630 21 59 0.39938365065495696 6.163493450430657E-4
647 8 13 0.3904617413225975 0.009538258677402545
