timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
15 34 63 0.39183750706384124 0.008162492936158783
21 35 67 0.3902283544618007 0.009771645538199314
24 21 63 0.39920293523909206 7.970647609079617E-4
31 71 97 0.3929922855446075 0.0070077144553925
42 1 9 0.3906744688760486 0.009325531123951403
52 23 66 0.39482708611221234 0.005172913887787678
52 43 62 0.3902702160582362 0.009729783941763825
52 67 84 0.3989437463460304 0.0010562536539696077
62 16 68 0.3983239075365544 0.0016760924634456331
68 80 89 0.3954240904280018 0.004575909571998216
82 69 80 0.39198750166311885 0.008012498336881169
83 69 80 0.39198750166311885 0.008012498336881169
84 2 54 0.3955057380162884 0.0044942619837116116
87 14 68 0.396297441817096 0.0037025581829040477
88 37 39 0.3955771926623819 0.004422807337618129
89 37 39 0.3955771926623819 0.004422807337618129
125 68 82 0.39693226475647186 0.003067735243528158
128 21 52 0.39414645130227693 0.005853548697723088
135 12 94 0.3971912227406592 0.002808777259340811
140 48 94 0.3990214336432029 9.78566356797106E-4
150 82 92 0.39318246105911325 0.006817538940886769
161 50 60 0.39781114899405634 0.0021888510059436816
169 2 63 0.3971287749722327 0.0028712250277673212
170 2 63 0.3971287749722327 0.0028712250277673212
183 3 85 0.3950087326875751 0.004991267312424941
204 13 69 0.38921330750416394 0.010786692495836081
220 62 100 0.39788753871610233 0.002112461283897693
238 25 77 0.3988424889125457 0.0011575110874543215
246 9 35 0.398941656093883 0.0010583439061170319
246 30 64 0.3982265882056976 0.0017734117943024041
284 34 58 0.39184919093492143 0.00815080906507859
285 34 58 0.39184919093492143 0.00815080906507859
285 53 95 0.3969418593647806 0.0030581406352194196
290 45 97 0.3975554414499023 0.0024445585500977307
316 40 54 0.3926892302238082 0.007310769776191828
336 9 33 0.39782424014316686 0.0021757598568331593
339 65 97 0.3975896482940542 0.0024103517059458346
340 55 57 0.395261490473987 0.004738509526013013
347 4 56 0.39192198423684227 0.008078015763157753
348 4 56 0.39054883633857534 0.009451163661424677
361 60 74 0.3891556022257079 0.010844397774292136
374 34 73 0.3905632315891948 0.009436768410805207
382 53 74 0.39814397743391233 0.0018560225660876895
385 3 87 0.39077901440736523 0.00922098559263479
403 58 79 0.3926967510275671 0.007303248972432896
417 8 85 0.39980574725559037 1.942527444096509E-4
421 69 93 0.39282949396609235 0.007170506033907675
429 9 23 0.3978389494444796 0.002161050555520405
443 65 84 0.39480557576786046 0.005194424232139561
445 47 56 0.3899305920694799 0.010069407930520136
463 40 64 0.39336677155594874 0.006633228444051287
464 7 78 0.39937496961741664 6.250303825833803E-4
465 65 98 0.39253090115997225 0.007469098840027777
481 46 78 0.3936759773816664 0.006324022618333647
502 33 41 0.3913789260824013 0.008621073917598698
515 9 44 0.39368854432214817 0.006311455677851852
515 32 41 0.3988472378532166 0.0011527621467834481
554 39 68 0.39957747269002303 4.225273099769944E-4
555 22 99 0.3958898536439599 0.004110146356040123
557 39 45 0.38893435535198956 0.011065644648010464
562 19 28 0.39168210672467807 0.008317893275321953
571 36 56 0.39300246502224206 0.006997534977757958
582 46 87 0.3921465721782734 0.0078534278217266
583 46 87 0.3921465721782734 0.0078534278217266
601 9 29 0.39949634698172154 5.036530182784826E-4
619 1 31 0.39856822661035274 0.001431773389647284
626 44 100 0.3908462639946439 0.009153736005356128
635 3 60 0.39893982811948187 0.001060171880518157
638 25 86 0.39323043082224074 0.006769569177759283
662 19 85 0.3941708584906744 0.005829141509325619
673 43 90 0.3958023756950338 0.00419762430496623
681 49 70 0.39556795566037484 0.004432044339625185
682 49 70 0.39556795566037484 0.004432044339625185
687 70 83 0.396454020949617 0.003545979050383008
688 30 98 0.39722477550424107 0.0027752244957589545
688 70 83 0.396454020949617 0.003545979050383008
692 42 89 0.39785220589167486 0.002147794108325163
709 20 35 0.3904427295362949 0.009557270463705136
713 50 72 0.3991623418959831 8.376581040169251E-4
716 28 73 0.392296325952953 0.007703674047047027
716 33 57 0.391965725118768 0.00803427488123204
723 25 68 0.3930588496730309 0.0069411503269691255
724 25 68 0.3930588496730309 0.0069411503269691255
764 36 75 0.39551711739589956 0.004482882604100458
773 71 86 0.39748498873301963 0.0025150112669803937
788 43 89 0.39667416191244437 0.003325838087555655
792 60 76 0.39270999962214376 0.007290000377856265
804 38 47 0.39015009807071277 0.009849901929287252
804 38 70 0.3937355814155313 0.006264418584468745
805 38 47 0.39015009807071277 0.009849901929287252
808 36 67 0.3968367074970219 0.0031632925029781434
817 2 23 0.3993517870918762 6.482129081238353E-4
837 52 74 0.39971115967927867 2.888403207213508E-4
857 9 15 0.39918737753284295 8.126224671570759E-4
898 12 73 0.39829308845577704 0.0017069115442229776
900 12 65 0.39788804073061773 0.002111959269382291
909 12 61 0.39558821522827387 0.004411784771726157
920 5 52 0.39934040598529535 6.595940147046675E-4
923 58 100 0.3932978146851431 0.0067021853148569455
940 66 74 0.39644385545856137 0.003556144541438655
961 93 98 0.38922508066466943 0.01077491933533059
963 14 86 0.39503179247075876 0.004968207529241264
966 83 87 0.394210417118328 0.0057895828816720285
967 9 71 0.39045370445920946 0.009546295540790561
968 22 90 0.3969863551985784 0.0030136448014216333
968 72 87 0.3921169030399359 0.007883096960064118
969 22 90 0.3969863551985784 0.0030136448014216333
971 3 67 0.39346069808389905 0.00653930191610097
977 44 60 0.39224283394602516 0.007757166053974862
978 20 44 0.3996167244418772 3.83275558122842E-4
982 60 69 0.3916231426624363 0.008376857337563715
989 16 41 0.3952819658386756 0.004718034161324436
993 9 47 0.39409840719009653 0.005901592809903489
994 9 47 0.39409840719009653 0.005901592809903489
1013 12 63 0.39023992449880185 0.009760075501198173
1025 18 28 0.3944977100547455 0.005502289945254535
1030 27 69 0.39347641719516846 0.0065235828048315625
1039 5 54 0.39787102033273064 0.0021289796672693817
1053 6 14 0.39864906284463575 0.0013509371553642735
1057 4 50 0.3993796553580016 6.203446419984493E-4
1065 1 38 0.39034628018192347 0.009653719818076556
1074 46 64 0.3908881153741652 0.009111884625834843
1087 9 49 0.39179501969464275 0.008204980305357268
1094 66 67 0.39940175376264003 5.982462373599895E-4
1114 23 77 0.39126495333749783 0.008735046662502188
1124 25 64 0.39991765434903975 8.234565096026936E-5
1135 79 93 0.3956581702680765 0.004341829731923541
1139 46 85 0.39261692326178155 0.007383076738218475
1141 72 79 0.3977850958382397 0.002214904161760345
1143 95 96 0.397368024264135 0.002631975735865044
1158 20 97 0.39615814723290066 0.003841852767099363
1159 20 97 0.39615814723290066 0.003841852767099363
1160 73 97 0.39370408912139654 0.006295910878603483
1161 44 45 0.3937267014315937 0.006273298568406305
1170 20 49 0.39203074900339036 0.007969250996609667
1171 20 49 0.39203074900339036 0.007969250996609667
1201 15 84 0.391598054081001 0.00840194591899901
1204 65 78 0.39636857022093536 0.0036314297790646655
1211 56 96 0.39282011601616595 0.007179883983834068
1229 18 72 0.3927238867515306 0.00727611324846944
1229 22 67 0.39451588240121255 0.005484117598787475
1231 11 96 0.3958297669605532 0.004170233039446802
1245 1 15 0.39327723616829 0.006722763831709999
1278 16 87 0.3952859550608611 0.004714044939138906
1278 63 91 0.3974558110847427 0.002544188915257317
1292 4 23 0.3982476747756394 0.0017523252243606402
1309 15 65 0.3914908498724641 0.008509150127535947
1310 15 65 0.3914908498724641 0.008509150127535947
1345 12 13 0.38910587994765583 0.010894120052344192
1346 12 13 0.38910587994765583 0.010894120052344192
1346 37 80 0.3955934607717556 0.0044065392282444105
1357 8 64 0.3918720595843284 0.008127940415671608
1404 32 97 0.3912088933965169 0.008791106603483145
1405 32 97 0.3912088933965169 0.008791106603483145
1425 56 69 0.39422761915206617 0.005772380847933856
1451 13 53 0.3929662123084176 0.007033787691582416
1454 83 97 0.3986326408277133 0.0013673591722866973
1456 44 68 0.39896786035572135 0.0010321396442786734
1458 33 57 0.3903944824632875 0.009605517536712516
1479 17 47 0.3894396434713541 0.010560356528645898
1482 21 83 0.3957167491289637 0.004283250871036315
1482 56 68 0.3982286948262912 0.001771305173708826
1492 51 66 0.39264614508865986 0.007353854911340163
1496 68 99 0.3946794386343363 0.005320561365663723
1497 68 99 0.3946794386343363 0.005320561365663723
1503 17 83 0.39129820481363287 0.008701795186367156
1507 6 46 0.39548409762779346 0.0045159023722065594
1507 43 56 0.39946056618824693 5.394338117530872E-4
1520 20 28 0.3936809913875435 0.006319008612456545
1527 12 96 0.3953263844888768 0.004673615511123219
1530 25 70 0.3922103359212334 0.007789664078766634
1531 18 93 0.3949714140888517 0.005028585911148298
1542 16 19 0.3972444857687689 0.0027555142312311043
1542 24 84 0.3987764300023549 0.001223569997645113
1542 84 99 0.3979109521842141 0.0020890478157859493
1543 16 19 0.3972444857687689 0.0027555142312311043
1545 39 93 0.3929627301555959 0.007037269844404115
1546 7 11 0.39734959560785976 0.00265040439214026
1554 19 36 0.38949948714427174 0.010500512855728283
1555 36 38 0.3960190608226564 0.003980939177343601
1559 10 65 0.38889772848462667 0.011102271515373352
1562 30 31 0.39970841008613356 2.915899138664635E-4
1576 56 80 0.39339257725814036 0.006607422741859659
1591 3 58 0.3994362989348426 5.63701065157407E-4
1591 21 40 0.39149347702214027 0.008506522977859754
1597 56 82 0.39812010274814286 0.0018798972518571655
1602 30 43 0.3972105659781407 0.002789434021859327
1604 41 95 0.39309779345551027 0.006902206544489753
1605 41 95 0.39309779345551027 0.006902206544489753
1606 13 100 0.39639592331323714 0.0036040766867628804
1610 13 83 0.39769888391027663 0.0023011160897233873
1611 23 82 0.391596707687658 0.008403292312342048
1612 31 82 0.39699623982138754 0.00300376017861248
1613 31 82 0.39699623982138754 0.00300376017861248
1614 8 11 0.3954845819160032 0.004515418083996803
1646 46 79 0.3896985548602738 0.010301445139726195
1652 21 90 0.3987189739428449 0.0012810260571551324
1673 37 54 0.3977024463814172 0.002297553618582804
1677 39 59 0.39114921732444624 0.008850782675553781
1692 22 82 0.39143719359728046 0.008562806402719558
1702 54 92 0.38979077173784 0.01020922826216003
1721 40 69 0.3932917379459249 0.006708262054075098
1724 28 91 0.39834926246551844 0.0016507375344815833
1731 10 65 0.39065781285626544 0.009342187143734582
1745 54 93 0.3970814862052386 0.002918513794761435
1752 1 69 0.39170687910922125 0.008293120890778771
1779 3 43 0.393066081479091 0.0069339185209090215
1805 28 48 0.3991051441353891 8.948558646109106E-4
1823 9 39 0.395176308149561 0.004823691850439016
1823 35 47 0.3987640622922652 0.0012359377077348355
1831 51 70 0.398233185425175 0.0017668145748250264
1844 21 54 0.398539537550163 0.0014604624498369967
1846 56 92 0.3958331955509662 0.004166804449033834
1849 32 56 0.38910346168635196 0.010896538313648063
1854 51 94 0.39699139611724693 0.0030086038827530914
1860 18 88 0.3936629673230043 0.006337032676995702
1864 29 85 0.3923709201214396 0.00762907987856043
1872 83 86 0.39845848646257703 0.0015415135374229894
1881 8 11 0.3972706958745187 0.0027293041254813355
1881 53 82 0.39043928972813907 0.00956071027186095
1882 53 82 0.39043928972813907 0.00956071027186095
1883 53 89 0.39478480951965295 0.005215190480347076
1905 27 100 0.3929472835702233 0.007052716429776729
1932 33 72 0.39659376838221677 0.003406231617783251
1933 33 72 0.39659376838221677 0.003406231617783251
1955 56 82 0.3971614257898334 0.0028385742101666445
1957 17 94 0.39650695230593525 0.003493047694064777
1962 34 55 0.3931982719669733 0.006801728033026699
1964 11 94 0.39734747160601475 0.002652528393985276
1964 67 94 0.3976546756660407 0.002345324333959342
1975 9 80 0.3934680214660083 0.0065319785339917336
1989 2 86 0.3993301268951645 6.698731048355167E-4
1996 31 39 0.39720734897973675 0.0027926510202632704
2034 73 92 0.39270032501874236 0.0072996749812576645
2037 24 70 0.3920636203435064 0.00793637965649363
2042 60 74 0.39231810015413215 0.007681899845867868
2058 78 94 0.3953998565465104 0.004600143453489636
2077 8 48 0.3954771658875065 0.004522834112493546
2083 10 100 0.39954057302281354 4.594269771864834E-4
2084 10 100 0.39954057302281354 4.594269771864834E-4
2098 77 87 0.3922700096051481 0.007729990394851949
2105 14 24 0.39781622720064846 0.0021837727993515577
2105 24 90 0.3951563633543791 0.00484363664562093
2110 14 38 0.3946524559738205 0.00534754402617954
2137 23 25 0.39237520001438947 0.007624799985610553
2143 1 7 0.397758575464971 0.002241424535029013
2144 1 7 0.397758575464971 0.002241424535029013
2166 50 96 0.39613305361618634 0.0038669463838136853
2204 52 82 0.3966430191552396 0.0033569808447604377
2254 41 97 0.3993006238374376 6.993761625624373E-4
2263 32 74 0.39844749926123274 0.0015525007387672818
2272 42 74 0.39737161944784377 0.002628380552156251
2286 9 93 0.3893592889100354 0.010640711089964616
2291 61 95 0.393159895669748 0.006840104330252006
2292 7 9 0.39959555848297823 4.044415170217919E-4
2293 7 9 0.39959555848297823 4.044415170217919E-4
2293 42 47 0.3935209079979866 0.006479092002013409
2298 2 99 0.39566470337834364 0.0043352966216563815
2300 17 62 0.3977695850296452 0.0022304149703548104
2304 17 99 0.39921978766925276 7.802123307472653E-4
2318 45 90 0.39158728847155594 0.008412711528444083
2321 17 39 0.3922627688294914 0.007737231170508618
2348 11 96 0.389435145759641 0.010564854240359023
2354 11 57 0.39985485898580964 1.4514101419038639E-4
2360 8 16 0.3956296700277131 0.004370329972286924
2383 6 43 0.3933760618732395 0.006623938126760542
2415 83 94 0.39282681844717937 0.007173181552820651
2422 15 23 0.3948636830861607 0.005136316913839312
2447 69 94 0.39841690721627165 0.0015830927837283681
2461 94 96 0.3953160434826418 0.004683956517358201
2486 38 93 0.397672887975113 0.0023271120248870014
2508 50 98 0.3993624119071351 6.375880928649047E-4
2523 27 67 0.391606699986486 0.008393300013514016
2534 9 99 0.39822988360131745 0.0017701163986825752
2534 50 99 0.3996395921347913 3.60407865208745E-4
2536 51 78 0.39771626827089496 0.002283731729105065
2561 90 100 0.3997379502870949 2.6204971290511025E-4
2572 7 100 0.38911770189897416 0.010882298101025867
2576 38 73 0.3906271443236613 0.00937285567633872
2595 39 88 0.3908634988811287 0.00913650111887132
2596 39 88 0.3908634988811287 0.00913650111887132
2605 51 82 0.3922036399764844 0.007796360023515636
